id,rotulo,texto,texto_pt
1423,VERDADEIRO,a group of people standing next to each other . a group of people standing in a room . a group of people standing next to each other in a room .,um grupo de pessoas de pé lado a lado. um grupo de pessoas de pé em uma sala. um grupo de pessoas de pé ao lado uma da outra em uma sala
1430,VERDADEIRO,a group of people standing around a table . a group of people sitting around a table . a group of people standing around a table with food .,um grupo de pessoas ao redor de uma mesa. um grupo de pessoas sentadas ao redor de uma mesa. um grupo de pessoas ao redor de uma mesa com comida
1433,VERDADEIRO,a traffic light and street sign on a pole . a traffic light with a street sign attached to it . a traffic light with a street sign on it .,Uma placa de semáforo e rua em um poste. Um sinal de trânsito com uma placa de rua ligada a ele. Um sinal de trânsito com uma placa de rua
1439,VERDADEIRO,a bunch of boats that are in the water . a bunch of boats that are sitting in the water . a bunch of boats that are floating in the water .,Um monte de barcos que estão na água. um monte de barcos que estão sentados na água. Um bando de barcos flutuando na água
1442,VERDADEIRO,a group of people walking down a street . a group of people walking down a street next to tall buildings . a group of people walking down a street next to a building .,Um grupo de pessoas andando pela rua. Um grupo de pessoas andando por uma rua perto de prédios altos. Um grupo de pessoas andando por uma rua ao lado de um prédio
1445,VERDADEIRO,a group of people standing on top of a lush green field . a person flying a kite in a park . a person flying a kite in a field .,Um grupo de pessoas no topo de um campo verde exuberante. Uma pessoa voando uma pipa em um parque. Uma pessoa voando uma pipa em um campo
1460,VERDADEIRO,a train station with a train on the tracks . a train station with a train passing by . a train station with a train on the tracks,uma estação de trem com um trem nos trilhos. uma estação de trem com um trem passando. uma estação de trem com um trem nos trilhos
1468,VERDADEIRO,a book is laying on top of a bed . a book is laying on top of a bed a book on a bed with a book,Um livro está deitado em cima de uma cama. um livro está deitado em cima de uma cama um livro sobre uma cama com um livro
1515,VERDADEIRO,a person holding a cell phone in their hand . a person holding a cell phone in their hand a person holding a cell phone in their hands .,Uma pessoa segurando um celular em suas mãos. Uma pessoa segurando um celular em suas mãos uma pessoa segurando um celular em suas mãos
1517,VERDADEIRO,a motorcycle parked on the side of a road . a motorcycle parked on the side of the road . a motorcycle is parked on the side of the road .,uma motocicleta estacionada no acostamento de uma estrada. uma motocicleta estacionada no acostamento da estrada. uma motocicleta está estacionada no acostamento da estrada
1524,VERDADEIRO,a man in a suit and tie holding a cell phone . a man in a suit and tie holding a cell phone a man in a suit and tie holding up a cell phone .,"Um homem de terno e gravata segurando um celular. Um homem de terno e gravata segurando um telefone celular, um homem de terno e gravata segurando um celular"
1525,VERDADEIRO,a city street filled with lots of traffic . a city street filled with lots of tall buildings . a city street filled with lots of traffic and tall buildings .,uma rua da cidade cheia de muito trânsito. uma rua da cidade cheia de prédios altos. uma rua da cidade cheia de tráfego e prédios altos
1526,VERDADEIRO,a man in a suit and tie standing in front of a building . a man in a suit and tie standing in front of a microphone . a man in a suit and tie standing in front of a building,Um homem de terno e gravata parado na frente de um prédio. Um homem de terno e gravata de pé na frente de um microfone. Um homem de terno e gravata parado na frente de um prédio
1538,VERDADEIRO,a large building with a large clock tower . a large building with a clock tower on top of it . a large building with a clock tower in the middle .,um grande prédio com uma grande torre de relógio. Um grande prédio com uma torre de relógio em cima. um grande prédio com uma torre de relógio no meio
1539,VERDADEIRO,a man and a woman standing next to each other . a couple of people that are standing in the street . a couple of people that are standing in the street,Um homem e uma mulher de pé ao lado um do outro. Um par de pessoas que estão de pé na rua. Um par de pessoas que estão de pé na rua
1540,VERDADEIRO,a group of people standing next to each other . a group of people standing next to each other on a snow covered slope . a group of people standing next to each other in front of a building .,um grupo de pessoas de pé lado a lado. um grupo de pessoas de pé perto um do outro em uma encosta coberta de neve. um grupo de pessoas de pé lado a lado na frente de um prédio
1549,VERDADEIRO,a man holding a cell phone in his hand . a man taking a picture of himself in a mirror . a man holding a cell phone in his hand,Um homem segurando um celular na mão. Um homem tirando uma foto de si mesmo em um espelho. Um homem segurando um celular na mão
1551,VERDADEIRO,a man standing in a kitchen preparing food . a man standing in a kitchen preparing food a man standing in a kitchen holding a knife .,um homem parado na cozinha preparando comida. um homem parado na cozinha preparando comida para um homem parado na cozinha segurando uma faca
1554,VERDADEIRO,a red stop sign sitting on the side of a building . a red stop sign sitting next to a tall building . a red stop sign sitting on top of a building .,Um sinal vermelho de parada sentado no lado de um prédio. Um sinal de parada vermelha sentado ao lado de um prédio alto. Um sinal vermelho de parada sentado no topo de um prédio
1557,VERDADEIRO,a man in a suit and tie sitting in a chair . a man in a suit and tie sitting in a chair a man in a suit and tie sitting on a chair .,"Um homem de terno e gravata sentado em uma cadeira. Um homem de terno e gravata sentado numa cadeira, um homem de terno e gravata, sentado numa cadeira"
1562,VERDADEIRO,a laptop computer sitting on top of a wooden desk . a laptop computer sitting on top of a wooden table . a laptop computer sitting on top of a desk .,um laptop sentado em cima de uma mesa de madeira. um laptop sentado em cima de uma mesa de madeira. um laptop sentado em cima de uma mesa
1565,VERDADEIRO,a train station with a train on the tracks . a train station with a train passing by . a train station with a train on the tracks,uma estação de trem com um trem nos trilhos. uma estação de trem com um trem passando. uma estação de trem com um trem nos trilhos
1568,VERDADEIRO,a large building with a lot of windows . a large building with a lot of windows a large building with a sign on the side of it .,"Um prédio grande com muitas janelas. Um prédio grande com um monte de janelas, um prédio grande com uma placa na lateral"
1575,VERDADEIRO,a herd of sheep standing next to each other . a herd of sheep standing next to each other in a cage . a herd of sheep standing next to each other on a field .,Um rebanho de ovelhas de pé perto um do outro. um rebanho de ovelhas de pé perto um do outro em uma gaiola. Um rebanho de ovelhas de pé perto um do outro em um campo
1578,VERDADEIRO,a sign that is on the side of a building . a sign that is on the side of a wall . a sign that is on a pole outside .,Um sinal que está do lado de um prédio. Um sinal que está ao lado de uma parede. Um sinal que está num poste lá fora
1622,VERDADEIRO,a man standing in a kitchen preparing food . a man standing in a kitchen preparing food a man standing in a kitchen holding a knife .,um homem parado na cozinha preparando comida. um homem parado na cozinha preparando comida para um homem parado na cozinha segurando uma faca
1627,VERDADEIRO,a man in a suit and tie standing in front of a microphone . a man in a suit and tie holding a camera . a man in a suit and tie is smiling,Um homem de terno e gravata de pé na frente de um microfone. Um homem de terno e gravata segurando uma câmera. Um homem de terno e gravata está sorrindo
1634,VERDADEIRO,a group of people walking down a street . a group of people standing next to a building . a group of people walking down a street next to a building .,Um grupo de pessoas andando pela rua. um grupo de pessoas ao lado de um prédio. Um grupo de pessoas andando por uma rua ao lado de um prédio
1636,VERDADEIRO,a group of people standing around a table with a cake . a group of people standing around a table with a cake on it . a group of people sitting at a table with a laptop .,um grupo de pessoas em volta de uma mesa com um bolo. um grupo de pessoas em volta de uma mesa com um bolo em cima. Um grupo de pessoas sentadas à mesa com um laptop
1638,VERDADEIRO,a fire hydrant on the side of the road . a fire hydrant on the side of a road . a fire hydrant on the side of a street .,um hidrante na beira da estrada. um hidrante no lado de uma estrada. um hidrante no lado de uma rua
1642,VERDADEIRO,a bunch of cars that are on a street . a bunch of cars that are sitting in the street . a bunch of cars that are parked in a lot,Um monte de carros que estão na rua. Um monte de carros que estão sentados na rua. Um monte de carros que estão estacionados
1643,VERDADEIRO,a train station with a train on the tracks . a train station with a train on the tracks a train station with a train passing by,uma estação de trem com um trem nos trilhos. uma estação de trem com um trem nos trilhos uma estação de trem com um trem passando
1693,VERDADEIRO,a man standing in a kitchen preparing food . a group of people standing around a kitchen . a group of people standing around a kitchen preparing food .,um homem parado na cozinha preparando comida. um grupo de pessoas em volta de uma cozinha. um grupo de pessoas em volta de uma cozinha preparando comida
1694,VERDADEIRO,a close up of a pair of scissors a close up of a person holding a pair of scissors a close up of a pair of scissors on a table,"em um par de tesouras, uma pessoa segurando uma tesoura em cima de uma mesa"
1696,VERDADEIRO,a person holding a cell phone in their hand . a person holding a cell phone in their hands . a person holding a cell phone in their hand,Uma pessoa segurando um celular em suas mãos. Uma pessoa segurando um celular em suas mãos. Uma pessoa segurando um celular em suas mãos
1698,VERDADEIRO,a close up of a baseball player with a bat a close up of a baseball player with a glove a close up of a stop sign with a sign on it,um close de um jogador de beisebol com um taco de perto de um jogador de beisebol com uma luva de um sinal de pare com um cartaz em cima
1704,VERDADEIRO,a group of people standing next to each other . a group of people standing in front of a building . a group of people standing in front of a building,um grupo de pessoas de pé lado a lado. um grupo de pessoas de pé na frente de um prédio. um grupo de pessoas de pé na frente de um prédio
1719,VERDADEIRO,a man in a suit and bow tie standing in a room . a man in a suit and tie holding a microphone a man in a suit and bow tie standing in front of a microphone .,"Um homem de terno e gravata borboleta parado em um quarto. um homem de terno e gravata segurando um microfone, um homem de terno e gravata borboleta de pé na frente de um microfone"
1722,VERDADEIRO,a city street filled with lots of traffic . a city street filled with lots of traffic next to tall buildings . a city street filled with lots of traffic and tall buildings .,uma rua da cidade cheia de muito trânsito. uma rua da cidade cheia de muito tráfego perto de prédios altos. uma rua da cidade cheia de tráfego e prédios altos
1725,VERDADEIRO,a large passenger jet flying through a blue sky . a large jetliner flying through a blue sky . a large jetliner flying through a cloudy blue sky .,Um grande jato passageiro voando através de um céu azul. Um grande jato voando através de um céu azul. Um grande jato voando através de um céu azul nublado
1726,VERDADEIRO,a bicycle with a helmet on it sitting on a sidewalk . a bicycle with a helmet on it sitting next to a bike . a bicycle with a helmet on it sitting next to a bicycle .,Uma bicicleta com um capacete na calçada. uma bicicleta com um capacete sobre ela ao lado de uma bicicleta. uma bicicleta com um capacete sobre ela sentada ao lado de uma bicicleta
1728,VERDADEIRO,a group of men standing next to each other . a group of people standing around a table . a group of men standing next to each other in a room .,um grupo de homens de pé ao lado um do outro. um grupo de pessoas ao redor de uma mesa. um grupo de homens de pé ao lado um do outro em uma sala
1736,VERDADEIRO,a person holding a cell phone in their hand . a person holding a cell phone in their hand a person holding a cell phone in their hands .,Uma pessoa segurando um celular em suas mãos. Uma pessoa segurando um celular em suas mãos uma pessoa segurando um celular em suas mãos
1753,VERDADEIRO,a group of men standing next to each other . a group of men standing next to a building . a group of men standing next to each other in front of a building .,um grupo de homens de pé ao lado um do outro. um grupo de homens parados ao lado de um prédio. um grupo de homens de pé lado a lado na frente de um prédio
1758,VERDADEIRO,a man standing next to a cart full of bananas . a man standing next to a cart filled with bananas . a man standing next to a cart full of bananas,Um homem parado ao lado de uma carroça cheia de bananas. Um homem de pé ao lado de uma carroça cheia de bananas. Um homem parado ao lado de uma carroça cheia de bananas
1759,VERDADEIRO,a group of people sitting around a computer desk . a man sitting at a desk with a laptop computer . a group of people sitting around a computer desk,um grupo de pessoas sentadas ao redor de uma mesa de computador. um homem sentado a uma mesa com um laptop. um grupo de pessoas sentadas ao redor de uma mesa de computador
1762,VERDADEIRO,a pair of scissors sitting on top of a table . a pair of scissors sitting on a table . a pair of scissors sitting on top of a piece of paper .,uma tesoura pousada em cima de uma mesa. uma tesoura sobre uma mesa. uma tesoura pousada em cima de uma folha de papel
1767,VERDADEIRO,a traffic light and street sign on a pole . a traffic light with a street sign attached to it . a traffic light with a street sign on it .,Uma placa de semáforo e rua em um poste. Um sinal de trânsito com uma placa de rua ligada a ele. Um sinal de trânsito com uma placa de rua
1768,VERDADEIRO,a group of people standing outside of a building . a group of people standing next to a train . a group of people standing in front of a train .,um grupo de pessoas do lado de fora de um prédio. um grupo de pessoas ao lado de um trem. um grupo de pessoas paradas na frente de um trem
1775,VERDADEIRO,a man sitting on top of a wooden bench . a man sitting on top of a bench next to a pile of luggage . a man sitting on top of a bench next to a wall .,Um homem sentado em cima de um banco de madeira. um homem sentado em cima de um banco ao lado de uma pilha de bagagem. Um homem sentado em um banco ao lado de uma parede
1776,VERDADEIRO,a close up of a stop sign with a sticker on it a close up of a keyboard and a mouse a close up of a keyboard and a monitor,um adesivo de um sinal de parada com um adesivo em cima um teclado e um mouse um perto de um teclado e um monitor
1779,VERDADEIRO,a man holding a kite in front of a building . a man holding a kite in front of a crowd of people . a man is holding a kite in front of a building .,Um homem segurando uma pipa na frente de um prédio. Um homem segurando uma pipa na frente de uma multidão. um homem está segurando uma pipa na frente de um prédio
1783,VERDADEIRO,a man sitting on a motorcycle with a dog in his lap . a man is sitting on a motorcycle with a dog . a man sitting on a motorcycle with a dog on his lap .,Um homem sentado em uma moto com um cachorro no colo. um homem está sentado em uma moto com um cão. Um homem sentado em uma moto com um cachorro no colo
1786,VERDADEIRO,a man standing on top of a lush green field . a man standing in a field holding a kite . a man standing in a field with a kite .,Um homem parado no topo de um campo verde exuberante. Um homem de pé no campo segurando uma pipa. Um homem de pé no campo com uma pipa
1793,VERDADEIRO,a close up of a street sign with a sky background a close up of a stop sign with a sky background a close up of a stop sign with a sign on it,a close up of a street sign with a sky background a close up of a stop sign with a sky background a close of a stop sign with a sign on it
1813,VERDADEIRO,a group of people standing around a kitchen . a group of people standing around a table . a group of people standing around a table with food .,um grupo de pessoas em volta de uma cozinha. um grupo de pessoas ao redor de uma mesa. um grupo de pessoas ao redor de uma mesa com comida
1814,VERDADEIRO,a large building with a clock tower in the middle . a large building with a clock tower in the background . a large building with a clock tower in the middle of it .,um grande prédio com uma torre de relógio no meio. um grande prédio com uma torre de relógio ao fundo. um grande prédio com uma torre de relógio no meio
1815,VERDADEIRO,a man in a suit and tie standing in front of a microphone . a man in a suit and tie looking at the camera . a man in a suit and tie looking at the camera,Um homem de terno e gravata de pé na frente de um microfone. Um homem de terno e gravata olhando para a câmera. Um homem de terno e gravata olhando para a câmera
1816,VERDADEIRO,a group of people standing in a room . a group of people standing in a room with a clock . a group of people standing in a room with luggage .,um grupo de pessoas de pé em uma sala. um grupo de pessoas de pé em uma sala com um relógio. um grupo de pessoas de pé em um quarto com bagagem
1817,VERDADEIRO,a group of people standing next to each other . a group of people standing next to each other on a snow covered slope . a group of people standing next to each other in front of a building .,um grupo de pessoas de pé lado a lado. um grupo de pessoas de pé perto um do outro em uma encosta coberta de neve. um grupo de pessoas de pé lado a lado na frente de um prédio
1832,VERDADEIRO,a stop sign that has a bunch of stickers on it a stop sign that has a bunch of stickers on it . a stop sign that has a sign on it .,"um sinal de parar, que tem um monte de adesivos em si um sinal de parar, que tem um monte de adesivos nele. Um sinal de parada que tem um sinal"
1840,VERDADEIRO,a large amount of birds sitting on top of a table . a large amount of birds sitting on top of a wooden table . a large amount of birds sitting on top of a metal object .,uma grande quantidade de pássaros sentados em cima de uma mesa. uma grande quantidade de pássaros sentados em cima de uma mesa de madeira. uma grande quantidade de pássaros sentados em cima de um objeto de metal
1848,VERDADEIRO,a book and a book on a table . a book and a book on a desk . a book and a book on a table,um livro e um livro sobre uma mesa. um livro e um livro sobre uma mesa. um livro e um livro sobre uma mesa
1849,VERDADEIRO,a group of women standing next to each other . a group of people standing next to each other . a group of people standing in a room .,um grupo de mulheres de pé ao lado uma da outra. um grupo de pessoas de pé lado a lado. um grupo de pessoas de pé em uma sala
1850,VERDADEIRO,a close up of a pair of scissors a close up of a person holding a pair of scissors a close up of a pair of scissors on a table,"em um par de tesouras, uma pessoa segurando uma tesoura em cima de uma mesa"
1857,VERDADEIRO,a close up of a street sign with a sky background a close up of a street sign on a pole a close up of a street sign with a building in the background,a close up de uma placa de rua com um céu fundo perto de uma placa de rua em um poste de uma placa de rua com um prédio ao fundo
1863,VERDADEIRO,a close up of a cake on a table a close up of a cake shaped like a train a close up of a cake shaped like a train .,a close-up de um bolo em uma mesa um close-up de um bolo em forma de um trem de perto de um bolo em forma de um trem
1878,VERDADEIRO,a person holding a cell phone in their hand . a book is sitting on top of a book . a book is sitting on top of a book,Uma pessoa segurando um celular em suas mãos. um livro está sobre um livro. um livro está sobre um livro
1882,VERDADEIRO,two women sitting at a table with a laptop . a couple of women sitting at a table with a laptop . two women sitting at a table with laptops,duas mulheres sentadas em uma mesa com um laptop. Duas mulheres sentadas à mesa com um laptop. duas mulheres sentadas em uma mesa com laptops
1883,VERDADEIRO,a laptop computer sitting on top of a table . a laptop computer sitting on top of a wooden table . a laptop computer sitting on top of a bed .,um laptop sentado em cima de uma mesa. um laptop sentado em cima de uma mesa de madeira. um laptop sentado em cima de uma cama
1889,VERDADEIRO,a person holding a pair of scissors in their hands . a person cutting a piece of paper with scissors . a person holding a pair of scissors in their hands,uma pessoa segurando uma tesoura em suas mãos. uma pessoa cortando um pedaço de papel com tesoura. uma pessoa segurando uma tesoura em suas mãos
1890,VERDADEIRO,a man in a suit and tie sitting on a bench . a man in a suit and tie sitting in front of a microphone . a man in a suit and tie sitting on a bench,Um homem de terno e gravata sentado no banco. Um homem de terno e gravata sentado na frente de um microfone. Um homem de terno e gravata sentado no banco
1891,VERDADEIRO,a car parked in front of a building . a car is parked in front of a building . a car is parked in front of a building,Um carro estacionado em frente a um prédio. um carro está estacionado em frente a um prédio. um carro está estacionado em frente a um prédio
1896,VERDADEIRO,a black and white picture of a stop sign . a black and white photo of a stop sign a black and white photo of a stop sign and a sign,uma imagem em preto e branco de um sinal de parada. uma foto em preto e branco de um sinal de parada uma foto em preto e branco de um sinal de parada e uma placa
1901,VERDADEIRO,a group of people riding on the backs of horses . a large group of people on a street . a group of people riding on the backs of elephants .,Um grupo de pessoas andando na parte de trás dos cavalos. um grande grupo de pessoas em uma rua. Um grupo de pessoas andando nas costas dos elefantes
1926,VERDADEIRO,a large group of people walking around a park . a large group of people walking around a park a large group of people walking around a garden,"um grande grupo de pessoas andando ao redor de um parque. um grande grupo de pessoas andando ao redor de um parque, um grande grupo de pessoas andando por um jardim"
1933,VERDADEIRO,a close up of a cake on a table a close up of a cake on a plate a close up of a cake shaped like a train,um close de um bolo em uma mesa um close de um bolo em um prato de perto de um bolo em forma de trem
1935,VERDADEIRO,a woman sitting at a table with a plate of food . a woman sitting at a table in front of a laptop computer . a woman sitting at a table in front of a laptop .,uma mulher sentada à mesa com um prato de comida. uma mulher sentada à mesa em frente a um laptop. Uma mulher sentada à mesa em frente a um laptop
1957,VERDADEIRO,a group of people standing in front of a store . a group of people standing in front of a refrigerator . a group of people standing in front of a store window .,um grupo de pessoas de pé em frente a uma loja. um grupo de pessoas paradas em frente a uma geladeira. um grupo de pessoas de pé na frente de uma loja
1961,VERDADEIRO,a pair of scissors sitting on top of a table . a pair of scissors sitting on top of a wooden table . a pair of scissors sitting on a table .,uma tesoura pousada em cima de uma mesa. uma tesoura pousada em cima de uma mesa de madeira. uma tesoura sobre uma mesa
1963,VERDADEIRO,a group of people sitting around a table . a group of people sitting around a table with food . a group of people standing around a table with a cake .,um grupo de pessoas sentadas ao redor de uma mesa. um grupo de pessoas sentadas ao redor de uma mesa com comida. um grupo de pessoas em volta de uma mesa com um bolo
1965,VERDADEIRO,a man in a suit and tie standing in a field . a man in a suit and tie standing in front of a building . a man in a suit and tie standing on a sidewalk .,Um homem de terno e gravata de pé no campo. Um homem de terno e gravata parado na frente de um prédio. Um homem de terno e gravata parado na calçada
1966,VERDADEIRO,a man in a suit and tie is smiling . a man in a suit and tie is smiling a man in a suit and tie is smiling for the camera .,"Um homem de terno e gravata está sorrindo. Um homem de terno e gravata sorri, um homem de terno e gravata está sorrindo para a câmera"
1978,VERDADEIRO,a group of people walking down a rain soaked street . a group of people walking down a rain soaked road . a group of people walking down a rain soaked sidewalk .,Um grupo de pessoas andando por uma rua encharcada de chuva. Um grupo de pessoas andando por uma estrada encharcada de chuva. Um grupo de pessoas andando por uma calçada encharcada de chuva
2005,VERDADEIRO,a man sitting in front of a laptop computer . a man sitting at a table with a laptop . a man in a suit and tie sitting at a table .,um homem sentado na frente de um laptop. um homem sentado a uma mesa com um laptop. Um homem de terno e gravata sentado a uma mesa
2015,VERDADEIRO,a large building with a clock tower on top . a tall building with a clock on the top of it . a large building with a clock tower in the middle of it .,um grande prédio com uma torre de relógio no topo. Um prédio alto com um relógio em cima. um grande prédio com uma torre de relógio no meio
2022,VERDADEIRO,a crane is on the back of a truck . a crane is on the back of a white truck . a construction site with a truck and a crane .,um guindaste está na parte de trás de um caminhão. um guindaste está na traseira de um caminhão branco. um canteiro de obras com um caminhão e um guindaste
2023,VERDADEIRO,a black and white photo of a man flying a kite . a black and white photo of people flying kites . a black and white photo of people flying kites,uma foto em preto e branco de um homem voando uma pipa. uma foto em preto e branco de pessoas soltando pipas. uma foto em preto e branco de pessoas soltando pipas
2033,VERDADEIRO,a man sitting on a couch holding a nintendo wii game controller . a man sitting on a couch holding a wii remote . a man sitting on a couch holding a nintendo wii controller .,um homem sentado em um sofá segurando um controle de jogos Nintendo wii. Um homem sentado em um sofá segurando um remoto wii. um homem sentado em um sofá segurando um controle Nintendo wii
2036,VERDADEIRO,a car parked on the side of the road . a car parked in a parking lot next to a car . a car parked on the side of the road with a surf board .,Um carro estacionado no lado da estrada. Um carro estacionado em um estacionamento ao lado de um carro. um carro estacionado no lado da estrada com um surf board
2040,VERDADEIRO,a close up of a cell phone on a table a close up of a cell phone in a car a close up of a cell phone on a shelf,um perto de um telefone celular em uma mesa um perto de um telefone celular em um carro um perto de um celular em uma prateleira
2043,VERDADEIRO,a truck parked in front of a building . a truck parked in a parking lot next to a building . a truck parked in front of a building,Um caminhão estacionado em frente a um prédio. Um caminhão estacionado em um estacionamento ao lado de um prédio. Um caminhão estacionado em frente a um prédio
2050,VERDADEIRO,a table topped with lots of clutter and electronics . a table topped with a laptop computer and a mouse . a table topped with a laptop computer and a bag .,uma mesa coberta com montes de bugigangas e eletrônicos. uma mesa coberta com um laptop e um mouse. uma mesa coberta com um laptop e uma bolsa
2074,VERDADEIRO,a person using a laptop computer on a table . a person using a laptop computer on a desk . a person is using a laptop computer on a table .,uma pessoa usando um laptop sobre uma mesa. uma pessoa usando um laptop sobre uma mesa. uma pessoa está usando um laptop sobre uma mesa
2079,VERDADEIRO,a man sitting on a couch holding a nintendo wii game controller . a man sitting on a couch holding a wii remote . a man sitting on a couch holding a nintendo wii controller .,um homem sentado em um sofá segurando um controle de jogos Nintendo wii. Um homem sentado em um sofá segurando um remoto wii. um homem sentado em um sofá segurando um controle Nintendo wii
2087,VERDADEIRO,a car is parked on the side of the road . a car is parked on the side of the street . a car is parked on the side of the road,Um carro está estacionado no lado da estrada. Um carro está estacionado no lado da rua. Um carro está estacionado no lado da estrada
2091,VERDADEIRO,a group of people standing in a room . a group of people standing in a room a group of people standing in a room with remotes .,um grupo de pessoas de pé em uma sala. um grupo de pessoas de pé em uma sala um grupo de pessoas de pé em uma sala com remotes
2093,VERDADEIRO,a man standing in front of a bus . a man standing in front of a train . a man is standing in front of a bus .,Um homem parado na frente de um ônibus. Um homem parado na frente de um trem. Um homem está parado na frente de um ônibus
2103,VERDADEIRO,a group of people standing around a train . a group of people standing in front of a train . a group of people standing next to a train .,um grupo de pessoas ao redor de um trem. um grupo de pessoas paradas na frente de um trem. um grupo de pessoas ao lado de um trem
2107,VERDADEIRO,a man standing in front of a flat screen tv . a man standing in front of a tv in a room . a man standing in front of a tv in a living room .,Um homem parado na frente de uma TV de tela plana. Um homem parado na frente de uma TV em uma sala. Um homem parado na frente de uma TV em uma sala de estar
2114,VERDADEIRO,a collection of electronic devices on a table . a collection of electronic devices on a shelf . a collection of electronic devices on a table,uma coleção de dispositivos eletrônicos sobre uma mesa. uma coleção de aparelhos eletrônicos em uma prateleira. uma coleção de dispositivos eletrônicos sobre uma mesa
2132,VERDADEIRO,a man is sitting on a toilet in a bathroom . a man is sitting on a toilet in the bathroom . a man is sitting on a toilet in a bathroom,um homem está sentado em um banheiro. um homem está sentado em um vaso sanitário no banheiro. um homem está sentado em um banheiro
2159,VERDADEIRO,a man standing on a tennis court holding a racquet . a man standing on a tennis court holding a tennis racquet . a man standing on top of a tennis court holding a racquet .,um homem de pé em uma quadra de tênis segurando um raquete. um homem de pé numa quadra de tênis segurando uma raquete de tênis. um homem de pé em cima de uma quadra de tênis segurando um raquete
2160,VERDADEIRO,a man standing next to a woman in a kitchen . a man standing next to a woman in a room . a man standing next to a woman in front of a store .,Um homem parado ao lado de uma mulher na cozinha. Um homem parado ao lado de uma mulher em uma sala. Um homem parado ao lado de uma mulher na frente de uma loja
2166,VERDADEIRO,a man in a suit and tie standing in a room . a man in a suit and tie holding a beer . a man in a suit and tie standing in front of a wall .,Um homem de terno e gravata parado em um quarto. Um homem de terno e gravata segurando uma cerveja. Um homem de terno e gravata parado na frente de uma parede
2171,VERDADEIRO,a row of parked motorcycles sitting next to each other . a group of police motorcycles parked next to each other . a row of parked motorcycles sitting on top of a parking lot .,Uma fila de motocicletas estacionadas perto uma da outra. Um grupo de motocicletas da polícia estacionado perto um do outro. Uma fila de motocicletas estacionadas no alto de um estacionamento
2180,VERDADEIRO,a woman wearing a hat and a tie . a woman wearing a tie and a hat . a woman wearing a hat and a tie,Uma mulher usando chapéu e gravata. Uma mulher de gravata e chapéu. Uma mulher usando chapéu e gravata
2184,VERDADEIRO,a person holding a cell phone in their hand . a person holding a smart phone in their hand . a person holding a cell phone in their hand,Uma pessoa segurando um celular em suas mãos. Uma pessoa segurando um telefone na mão. Uma pessoa segurando um celular em suas mãos
2197,VERDADEIRO,a man sitting in a kitchen preparing food . a man sitting on top of a wooden table . a man sitting in a kitchen preparing food,um homem sentado na cozinha preparando comida. Um homem sentado em cima de uma mesa de madeira. um homem sentado na cozinha preparando comida
2204,VERDADEIRO,a train station with a train on the tracks . a stop sign on the side of a building . a stop sign on the side of the road .,uma estação de trem com um trem nos trilhos. Um sinal de parada no lado de um prédio. Um sinal de pare no lado da estrada
2219,VERDADEIRO,a building with a street sign on top of it . a building with a street sign on top of it a building with a street sign on the side of it,Um prédio com uma placa de rua em cima. Um prédio com uma placa de rua em cima de um prédio com uma placa de rua no lado
2222,VERDADEIRO,a woman sitting on a couch using a laptop computer . a woman sitting on a couch with a laptop . a woman sitting on a couch using a laptop .,uma mulher sentada num sofá usando um laptop. uma mulher sentada em um sofá com um laptop. Uma mulher sentada num sofá usando laptop
2223,VERDADEIRO,a collage of photos of a man holding a frisbee . a collage of photos of a man holding a frisbee a collage of photos of a man holding a white frisbee .,"uma colagem de fotos de um homem segurando um frisbee. uma colagem de fotos de um homem segurando um frisbee, uma colagem de fotos de um homem segurando um frisbee branco"
2225,VERDADEIRO,a group of people standing on top of a snow covered slope . a group of people standing on top of a snow covered field . a group of people standing next to each other on a snow covered slope .,Um grupo de pessoas de pé em cima de uma encosta coberta de neve. Um grupo de pessoas de pé em cima de um campo coberto de neve. um grupo de pessoas de pé perto um do outro em uma encosta coberta de neve
2226,VERDADEIRO,a sign that is on the side of a building . a sign that is on the side of a wall . a sign that is on a pole in front of a building .,Um sinal que está do lado de um prédio. Um sinal que está ao lado de uma parede. Um sinal que está em um poste na frente de um prédio
2231,VERDADEIRO,a close up of a person holding a cell phone a close up of a keyboard and a mouse a close up of a person holding a nintendo wii remote,um close de uma pessoa segurando um telefone celular um perto de um teclado e um mouse um perto de uma pessoa segurando um controle Nintendo wii
2232,VERDADEIRO,a group of people standing next to a building . a group of teddy bears sitting on top of a bench . a group of people standing next to a building,um grupo de pessoas ao lado de um prédio. um grupo de ursinhos de pelúcia sentados em cima de um banco. um grupo de pessoas ao lado de um prédio
2234,VERDADEIRO,a man in a suit and tie holding a microphone . a man in a suit and tie holding a microphone a man in a suit and tie is holding a microphone .,"Um homem de terno e gravata segurando um microfone. um homem de terno e gravata segurando um microfone, um homem de terno e gravata está segurando um microfone"
2238,VERDADEIRO,a wooden bench in front of a building . a wooden bench sitting next to a brick wall . a wooden bench sitting next to a wooden fence .,um banco de madeira na frente de um prédio. um banco de madeira ao lado de uma parede de tijolos. um banco de madeira ao lado de uma cerca de madeira
2244,VERDADEIRO,a collage of photos showing a computer screen . a collage of photos showing a computer screen a collage of photos with a laptop and a monitor,uma colagem de fotos mostrando uma tela de computador. uma colagem de fotos mostrando uma tela de computador uma colagem de fotos com um laptop e um monitor
